Year,Customer ID,Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Number of Products,Has Credit Card,Is Active Member,Estimated Salary,Actual Churn,Churn Probability,Churn Probability Percent,Predicted Churn,Risk Level,Recommended Retention Action
2025,15810829,Macfarlan,618,France,Male,48,7,0.0,1,1,0,13921.82,1,0.6737393959050897,67.37,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15630592,Sanders,516,France,Female,45,4,0.0,1,1,0,95273.73,1,0.6736943661045137,67.37,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15632816,Williams,521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0,0.6734782736381852,67.35,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15800062,Lanford,850,Spain,Male,49,8,0.0,1,0,0,25867.67,1,0.6731253383994447,67.31,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15719561,Lin,768,France,Male,42,5,0.0,3,0,0,60686.4,0,0.6729563046684335,67.3,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15810460,Fanucci,708,Spain,Female,64,5,0.0,3,0,1,112520.07,1,0.671945835706682,67.19,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15767818,Graham,640,France,Male,55,10,132436.34,1,1,0,978.66,0,0.6716109962321394,67.16,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15706537,Pirogov,577,Germany,Female,59,7,111396.97,1,0,1,191070.01,0,0.6713266260900829,67.13,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15716381,Greece,666,Germany,Female,50,7,109062.28,1,1,1,140136.1,1,0.6703237406824061,67.03,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15766427,Shaw,565,Germany,Male,52,5,97720.35,2,1,0,175070.94,1,0.6700474101189762,67.0,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,0,0.6691393318439012,66.91,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15648075,Hebert,686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1,0.6685187141452343,66.85,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15664432,Chao,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1,0.6676821590021358,66.77,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15578865,Palerma,632,Germany,Female,50,5,107959.39,1,1,1,6985.34,1,0.6674291142439754,66.74,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,0.6669274659589668,66.69,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15797751,Pai,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,1,0.6668807462842938,66.69,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15661821,Johnstone,798,Germany,Female,49,5,132571.67,1,1,1,31686.33,1,0.6657797965682246,66.58,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15784180,Ku,564,France,Female,36,7,206329.65,1,1,1,46632.87,1,0.6655590190919742,66.56,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15787756,Nkemdirim,467,Germany,Male,51,10,114514.71,2,1,0,177784.68,1,0.6647652643465055,66.48,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15670528,Franz,787,Germany,Male,43,0,132217.45,1,1,0,20955.03,1,0.6628933972138785,66.29,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15655360,Chikelu,782,Germany,Female,72,5,148666.99,1,1,0,2605.65,1,0.6619754760002748,66.2,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15749103,Ginikanwa,604,Germany,Female,47,4,118907.6,1,0,1,47777.15,1,0.6615322897590278,66.15,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15812230,Elliot,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0,0.6609752951556355,66.1,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15757617,Lewis,735,France,Male,55,6,134140.68,1,1,0,2267.88,0,0.6607969837531726,66.08,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15689514,Kang,625,France,Male,43,8,201696.07,1,1,0,133020.9,1,0.6585368517677277,65.85,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0,0.658315352565068,65.83,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15814468,Wei,551,Germany,Male,50,1,121399.98,1,0,1,84508.44,1,0.657276607655443,65.73,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15656100,Candler,632,France,Female,49,5,167962.7,1,0,0,140201.21,0,0.6569858430767243,65.7,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15778154,Kung,628,Germany,Male,50,4,122227.71,1,0,1,14217.77,1,0.6567704797231075,65.68,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15783007,Parker,520,Germany,Female,45,1,123086.39,1,1,1,41042.4,1,0.655850608816019,65.59,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15675794,Hsing,645,Germany,Male,47,9,152076.93,1,1,0,121840.2,1,0.655793545642423,65.58,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15654495,Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0,0.6545947676330207,65.46,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15692142,Rogova,707,Germany,Female,48,7,105086.74,1,1,1,180344.69,1,0.6544226536603234,65.44,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15774847,Knight,593,France,Male,50,6,171740.69,1,0,0,20893.61,0,0.6540002198815587,65.4,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15743617,Chesnokova,713,Germany,Male,47,1,95994.98,1,1,0,197529.23,0,0.6530305672697754,65.3,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,0.6526164709772801,65.26,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15647570,Chung,640,Germany,Male,45,8,120591.19,1,0,0,195123.94,0,0.6525112434225964,65.25,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15751185,Aparicio,699,Spain,Female,50,0,158633.61,1,1,0,193785.87,0,0.6519829037303451,65.2,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15694381,Lloyd,631,France,Male,51,8,100654.8,1,1,0,171587.9,0,0.6514737566130386,65.15,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15724336,Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0,0.6506721337488682,65.07,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15789611,Lin,568,Germany,Male,46,8,150836.92,1,0,0,64516.8,1,0.650564414402778,65.06,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15659800,Teng,584,Spain,Female,50,1,0.0,1,0,1,152567.75,1,0.6503341954530362,65.03,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15703541,Wang,772,Germany,Female,51,9,143930.92,1,0,1,46675.51,1,0.6503142207256378,65.03,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15612966,Milani,545,Germany,Female,60,7,128981.07,1,0,1,176924.21,1,0.6500127065914317,65.0,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15764105,Milne,475,France,Female,57,1,0.0,2,1,0,89248.99,0,0.6493231772276088,64.93,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15687421,Highland,559,Spain,Male,67,9,125919.35,1,1,0,175910.95,1,0.6482562638106797,64.83,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15610900,Thompson,770,France,Female,70,9,110738.89,1,1,0,22666.77,1,0.6476245409750315,64.76,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15641994,Meng,667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1,0.6467703027891253,64.68,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15799626,Donaghy,637,Germany,Male,50,4,126345.55,1,0,1,17323.0,1,0.6466081819789818,64.66,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15706534,Enyinnaya,581,France,Female,47,1,122949.14,1,0,0,180251.68,1,0.6463121387026953,64.63,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15624343,Napolitani,650,Spain,Female,50,7,129667.77,1,0,0,42028.16,0,0.6458754193712786,64.59,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15655368,Wheeler,672,France,Male,47,1,0.0,1,0,0,91574.92,0,0.645874821669593,64.59,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15587210,McCartney,591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0,0.6444336992307129,64.44,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15723484,Hunt,669,Germany,Female,42,1,103873.39,1,1,0,148611.52,0,0.6439697503037194,64.4,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15735270,Ruggiero,767,Spain,Male,47,2,0.0,1,1,0,48161.18,1,0.6433576332424072,64.34,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15791867,Hicks,544,Germany,Male,44,2,108895.93,1,0,0,69228.2,1,0.6431999406762137,64.32,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15777901,Lindell,640,Germany,Female,43,9,94752.49,1,1,0,184006.36,1,0.6429611490518002,64.3,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1,0.6421973615359917,64.22,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15662243,Taylor,559,France,Male,50,5,162702.35,1,0,0,150548.5,1,0.6419802749309025,64.2,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15620981,Wickham,684,France,Female,48,3,73309.38,1,0,0,21228.34,1,0.6413368764571113,64.13,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15572762,Matveyeva,410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0,0.6408539427157696,64.09,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15673971,Houghton,655,Germany,Female,44,6,146498.76,1,1,0,64853.51,1,0.6405423005036361,64.05,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15687658,Burgin,716,France,Female,52,7,65971.61,2,1,0,14608.0,1,0.6400766999960699,64.01,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15570379,Whitelegge,669,Spain,Male,51,3,88827.53,1,0,0,85250.77,1,0.6400378742785399,64.0,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15687001,Chiemenam,596,Germany,Male,54,1,123544.0,1,1,1,120314.75,1,0.6399787076789661,64.0,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15642001,Lorenzen,576,Germany,Male,44,9,119530.52,1,1,0,119056.68,1,0.6399681590995927,64.0,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15654673,Onyinyechukwuka,625,France,Male,49,6,173434.9,1,1,0,165580.93,1,0.6398535924920491,63.99,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15775905,Moore,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1,0.6386017589944407,63.86,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15648489,Ting,487,France,Male,53,4,199689.49,1,1,1,24207.86,1,0.6379164027146393,63.79,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15686060,Chou,670,Germany,Male,43,9,111677.88,1,1,0,178827.3,1,0.6378939026760438,63.79,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15774630,Peacock,601,Germany,Female,47,1,142802.02,1,1,1,57553.02,0,0.6374679419593057,63.75,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15725665,Lo,679,France,Male,47,10,198546.1,2,1,0,191198.92,1,0.6372619541428407,63.73,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15570533,Conti,621,Germany,Female,55,7,131033.76,1,0,1,75685.59,1,0.6372345315125358,63.72,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0,0.6367376613442768,63.67,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15619653,Hannaford,666,France,Male,47,2,0.0,1,1,0,35046.97,1,0.636199286874911,63.62,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15771383,Loggia,628,Germany,Female,45,6,53667.44,1,1,0,115022.94,0,0.6361355075185028,63.61,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15567778,Genovese,690,Germany,Female,54,1,144027.8,1,1,1,108731.02,1,0.6339883844733477,63.4,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15721569,Chialuka,658,Germany,Female,55,8,119327.93,1,0,1,119439.66,0,0.6330968907896094,63.31,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15696605,Angelo,571,France,Male,49,4,180614.04,1,0,0,523.0,0,0.6329864307401153,63.3,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15703728,Chieloka,700,Spain,Male,47,4,0.0,1,1,0,121798.52,1,0.6324414303152279,63.24,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15565796,Docherty,745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0,0.6308342948859457,63.08,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15598982,Klein,602,Germany,Female,53,5,98268.84,1,0,1,45038.29,1,0.6306700799922258,63.07,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15815095,Burfitt,850,Spain,Male,54,7,108185.81,2,0,0,24093.4,1,0.6302929805061599,63.03,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15791216,Mann,600,Germany,Male,43,8,133379.41,1,1,0,177378.66,1,0.6301195388460358,63.01,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15729954,Azuka,586,France,Female,28,5,0.0,3,1,0,170487.4,1,0.6294164859525768,62.94,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15681332,Tate,437,France,Female,43,6,0.0,1,1,0,148330.97,1,0.6294073484751049,62.94,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15735246,Norman,798,Spain,Female,58,9,0.0,2,0,0,119071.56,1,0.6287545157832145,62.88,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15687162,Clayton,461,France,Male,51,9,119889.84,1,0,0,56767.67,1,0.6279658701296483,62.8,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15785576,Mayrhofer,434,Germany,Male,71,9,119496.87,1,1,0,125848.88,0,0.6274924848844912,62.75,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15766272,Folliero,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0,0.6274443767450145,62.74,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15751392,Fanucci,689,Spain,Female,57,4,0.0,2,1,0,136649.8,1,0.6272565952426183,62.73,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15660524,Hu,572,Germany,Female,54,9,97382.53,1,1,1,195771.95,0,0.6272400829000738,62.72,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15568032,Moore,757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0,0.6272040474240629,62.72,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15772073,Hodge,664,France,Male,48,10,0.0,1,1,0,140173.17,1,0.6260205672312115,62.6,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15605037,Ting,818,France,Female,49,2,0.0,1,0,1,192298.84,1,0.6256160801043937,62.56,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15587507,Feng,850,France,Male,47,6,0.0,1,1,0,187391.02,1,0.6252834048777924,62.53,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15801942,Chu,619,Spain,Female,41,8,0.0,3,1,1,79866.73,1,0.6250183813667424,62.5,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15801265,Tang,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1,0.6249141781130549,62.49,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15584364,Trentini,652,France,Male,48,4,59486.31,1,1,0,163944.18,1,0.623681122622054,62.37,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15577359,Bezrukov,767,Spain,Male,47,5,0.0,1,1,0,121964.46,1,0.6235251827143603,62.35,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15707322,Nnamdi,779,France,Female,48,2,115290.27,1,0,0,98912.69,1,0.6233752619492451,62.34,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15772363,Hilton,772,Germany,Female,42,0,101979.16,1,1,0,90928.48,0,0.6229075905761968,62.29,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15582033,Manfrin,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1,0.6222720462717766,62.23,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15792525,Lei,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1,0.6222664939305326,62.23,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15807889,Wood,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0,0.6222544681948463,62.23,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15596992,Norris,482,Germany,Male,45,7,156353.46,1,1,0,72643.95,1,0.6214472260894012,62.14,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15738828,Milano,730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0,0.6210676332931598,62.11,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15717937,Gibbons,554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0,0.6208737807771764,62.09,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15574910,Ferguson,601,France,Male,50,2,115625.07,1,1,0,185855.21,0,0.6208621670684576,62.09,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15650933,Ma,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0,0.6205008961383425,62.05,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15746553,Castles,526,Germany,Male,50,5,124233.24,1,0,1,159456.87,1,0.6200849824559694,62.01,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15689344,Montgomery,615,Spain,Male,42,4,0.0,3,0,1,120321.09,0,0.6198685485327963,61.99,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15729238,Peng,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1,0.619675014907959,61.97,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15632051,Douglas,550,Germany,Female,42,10,128707.31,1,1,0,63092.65,1,0.6195483002834238,61.95,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15574331,Alexeeva,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1,0.6189521855894926,61.9,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0,0.6188314930585854,61.88,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15729718,Stelzer,610,France,Male,41,6,0.0,3,0,0,56118.81,1,0.6185733262479083,61.86,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15806438,Chiabuotu,580,Germany,Female,42,2,123331.36,1,0,0,103516.08,1,0.6180779483197161,61.81,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15724838,Moretti,599,France,Female,43,4,0.0,1,1,0,170347.1,0,0.6180192792649292,61.8,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15788131,Atkins,653,France,Male,47,6,0.0,1,1,0,50695.93,1,0.6175586611601847,61.76,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15697574,Stewart,582,France,Female,40,9,0.0,3,1,1,60954.45,0,0.6174970225246492,61.75,1,Medium Risk,"Review product suitability, fees, service quality, and product complexity"
2025,15611669,Nyhan,623,Germany,Male,50,7,126608.37,1,0,1,645.61,1,0.6173449184344594,61.73,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15757607,Matveyeva,623,France,Male,45,0,0.0,1,1,0,196533.72,1,0.6173326217228642,61.73,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15717560,Martin,580,France,Male,50,0,125647.36,1,1,0,57541.08,1,0.6169202625205681,61.69,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15587535,Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,1,0,54227.06,0,0.6166703597788666,61.67,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15612207,Hill,840,Germany,Female,51,1,87779.83,1,0,1,36687.11,1,0.6163259266746504,61.63,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15567980,Frater,537,Germany,Female,46,5,100727.5,1,0,1,140857.76,1,0.6148321589451619,61.48,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15589488,Ch'eng,686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0,0.614780213348738,61.48,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15737647,Obioma,775,Germany,Female,77,6,135120.56,1,1,0,37836.64,0,0.6146446602110189,61.46,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15703059,Scott,549,Germany,Female,49,6,124829.16,1,0,1,93551.36,0,0.614227407181332,61.42,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15566211,Hsu,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1,0.6140851104214408,61.41,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15631871,Kelly,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0,0.613873769396146,61.39,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15768151,Romano,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1,0.6136615879212604,61.37,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15722632,Dickson,716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1,0.612952710646001,61.3,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15698716,Baker,620,France,Female,70,3,87926.24,2,1,0,33350.26,1,0.6118733905673289,61.19,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15729582,Fu,676,Germany,Male,48,3,80697.44,1,0,0,101397.86,0,0.6113039777123792,61.13,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15779182,Chia,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,0.6108611815869635,61.09,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15804862,Toscani,505,Germany,Male,43,6,127146.68,1,0,0,137565.87,0,0.6100321757194024,61.0,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15609735,Campbell,533,Germany,Male,51,6,127545.56,2,0,0,79559.02,1,0.608784630311737,60.88,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15804131,Farmer,850,Spain,Female,53,7,65407.16,2,0,0,182633.63,1,0.6080542174958329,60.81,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,1,0,189742.78,1,0.6077795371086415,60.78,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15756824,Giordano,613,Germany,Female,50,5,101242.98,2,1,0,12493.61,0,0.6074969509056276,60.75,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,1,1,163581.67,0,0.6067125011409901,60.67,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15678034,Grosse,811,France,Male,46,9,180226.24,1,1,0,13464.64,1,0.6065714039382779,60.66,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15716984,Palermo,695,Spain,Female,56,4,0.0,2,1,0,84644.76,0,0.6062860867137028,60.63,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15566253,Manning,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1,0.6054868209501376,60.55,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15778410,Clarke,533,Spain,Female,52,7,0.0,1,0,1,194113.99,1,0.6045039907139784,60.45,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15761487,Yefimova,678,France,Female,55,5,0.0,1,0,1,196794.11,1,0.6040013096096944,60.4,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15662884,Naylor,739,Germany,Male,58,1,110597.76,1,0,1,160122.66,1,0.6030439964369859,60.3,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15653275,Lei,785,Spain,Female,54,1,0.0,2,1,0,45113.92,1,0.6017834779110353,60.18,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15733361,Davide,651,Germany,Female,45,6,86714.06,1,1,0,85869.89,1,0.6009872046389857,60.1,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15738605,Fischer,634,Germany,Female,46,5,123642.36,1,1,1,49725.16,1,0.6005423349310021,60.05,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15577587,Reynolds,550,Germany,Male,52,5,121016.23,1,1,1,41730.37,1,0.6005277378698605,60.05,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15628298,Johnstone,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,0.6002286730995874,60.02,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15808526,Cartwright,783,Germany,Female,58,3,127539.3,1,1,1,96590.39,1,0.5997278049869008,59.97,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1,0.5990029664319666,59.9,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15572050,Yefimov,768,Germany,Male,48,3,122831.58,1,1,1,24533.89,1,0.5987581185526717,59.88,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15775625,McKenzie,596,France,Male,47,6,0.0,1,1,0,74835.65,0,0.5986052729980718,59.86,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15711299,Wilson,711,Germany,Female,52,8,145262.54,1,0,1,131473.31,0,0.5980909371237894,59.81,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15772250,Udegbunam,842,Spain,Male,46,9,0.0,1,0,0,17268.02,0,0.5971208264543025,59.71,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15576368,Bledsoe,624,Germany,Female,48,3,122388.38,2,0,0,30020.09,0,0.5965008019055427,59.65,1,Medium Risk,Relationship-manager outreach and digital engagement support
2025,15717527,Ifeanacho,619,France,Female,49,9,145359.99,1,1,0,38186.85,0,0.5958655370080538,59.59,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15761950,Woronoff,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1,0.5957888713377538,59.58,1,Medium Risk,Needs-based product review and personalized loyalty offer
2025,15806546,Lucas,517,Spain,Male,46,4,0.0,1,1,0,22372.78,0,0.5954612621979135,59.55,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
2025,15750811,Woodward,766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0,0.5948380167236621,59.48,1,Medium Risk,Priority re-engagement contact and needs-based second-product review
