Customer ID,Surname,Geography,Gender,Age,Tenure,Credit Score,Balance,Number of Products,Has Credit Card,Is Active Member,Estimated Salary,Actual Churn,Churn Probability Percent,Risk Level,Predicted Churn,Recommended Retention Action
15694644,Wood,Spain,Female,43,6,455,0.0,1,1,1,81250.79,0,35.28,Medium Risk,1,Needs-based product review and personalized loyalty offer
15679453,Hung,Germany,Female,39,8,614,125997.22,1,1,1,128049.34,1,35.26,Medium Risk,1,Needs-based product review and personalized loyalty offer
15601569,Ndubueze,France,Female,40,2,598,171178.25,1,1,0,137980.58,1,35.24,Medium Risk,1,Priority re-engagement contact and needs-based second-product review
15625501,Wall,Germany,Male,38,1,570,127201.58,1,1,0,147168.28,1,35.22,Medium Risk,1,Priority re-engagement contact and needs-based second-product review
15675185,Chuang,Germany,Female,48,2,697,108128.96,2,1,1,103944.37,0,35.22,Medium Risk,1,Personalized retention call and customer-service review
15709643,Gray,France,Male,32,1,675,0.0,3,1,0,85901.09,0,35.16,Medium Risk,1,"Review product suitability, fees, service quality, and product complexity"
15776124,Mann,Spain,Male,51,7,802,0.0,1,0,1,40855.79,0,35.08,Medium Risk,1,Needs-based product review and personalized loyalty offer
15648881,Tsai,Germany,Male,40,0,581,101016.53,1,0,1,7926.35,1,35.07,Medium Risk,1,Needs-based product review and personalized loyalty offer
15674922,Beavers,France,Male,54,6,710,171137.62,1,1,1,167023.95,1,35.06,Medium Risk,1,Needs-based product review and personalized loyalty offer
15621063,Gibbons,France,Female,42,8,516,56228.25,1,1,0,46857.52,0,35.03,Medium Risk,1,Priority re-engagement contact and needs-based second-product review
15720636,McGregor,France,Female,50,4,628,143054.56,1,0,1,109608.81,1,35.0,Medium Risk,1,Needs-based product review and personalized loyalty offer
15581282,Lucchese,France,Female,39,6,651,0.0,1,1,0,24176.44,0,34.98,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15793311,Smith,Germany,Female,46,8,765,119492.88,2,0,1,166896.01,1,34.95,Medium Risk,0,Personalized retention call and customer-service review
15737265,Nwokeocha,Germany,Male,39,6,728,152182.83,1,0,0,161203.6,0,34.86,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15611756,Chapman,Germany,Female,47,4,537,124192.28,2,1,1,50881.51,0,34.83,Medium Risk,0,Personalized retention call and customer-service review
15630419,Davis,France,Male,44,9,634,149961.11,1,1,0,57121.51,0,34.7,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15616666,Artemova,Germany,Female,52,6,646,111739.4,2,0,1,68367.18,0,34.69,Medium Risk,0,Personalized retention call and customer-service review
15732113,Butters,Spain,Male,50,8,671,0.0,1,0,1,2560.11,0,34.66,Medium Risk,0,Needs-based product review and personalized loyalty offer
15717398,Fielding,Spain,Female,39,7,549,0.0,1,0,0,81259.25,1,34.66,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15800083,Macdonald,France,Male,45,8,559,24043.45,1,0,1,169781.45,1,34.61,Medium Risk,0,Needs-based product review and personalized loyalty offer
15768574,Anderson,Spain,Male,58,1,671,178713.98,1,1,1,21768.21,0,34.61,Medium Risk,0,Needs-based product review and personalized loyalty offer
15569452,Butler,Germany,Female,58,3,652,116353.2,2,0,1,193502.9,0,34.6,Medium Risk,0,Personalized retention call and customer-service review
15638494,Salinas,Germany,Female,39,10,625,129845.26,1,1,1,96444.88,0,34.6,Medium Risk,0,Needs-based product review and personalized loyalty offer
15813850,Christian,France,Male,52,7,720,0.0,1,1,1,14781.12,0,34.57,Medium Risk,0,Needs-based product review and personalized loyalty offer
15755330,Forbes,Germany,Male,41,7,512,122403.24,1,0,1,37439.9,1,34.56,Medium Risk,0,Needs-based product review and personalized loyalty offer
15580366,Okechukwu,Germany,Male,54,4,566,118614.6,2,1,1,172601.62,0,34.53,Medium Risk,0,Personalized retention call and customer-service review
15772559,Burrows,France,Female,47,10,790,148636.21,1,0,1,16119.96,1,34.51,Medium Risk,0,Needs-based product review and personalized loyalty offer
15607993,Milne,France,Female,52,2,625,79468.96,1,1,1,84606.03,0,34.51,Medium Risk,0,Needs-based product review and personalized loyalty offer
15678129,Hill,Spain,Female,45,9,643,150840.03,2,1,0,155516.35,0,34.5,Medium Risk,0,Relationship-manager outreach and digital engagement support
15788183,Longo,Germany,Female,43,1,458,106870.12,2,1,0,100564.37,0,34.46,Medium Risk,0,Relationship-manager outreach and digital engagement support
15606158,Genovese,France,Female,39,9,644,0.0,1,1,0,3740.93,0,34.45,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15807993,Bruno,Germany,Female,30,0,588,110148.49,1,1,0,5790.9,1,34.45,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15569247,Mitchell,Spain,Female,57,1,727,109679.72,1,0,1,753.37,0,34.44,Medium Risk,0,Needs-based product review and personalized loyalty offer
15731478,Nicholls,France,Female,42,1,712,87842.98,1,0,0,92223.59,0,34.34,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15788683,Kang,Germany,Female,34,10,588,129417.82,1,1,0,153727.32,0,34.31,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15602851,Ozioma,France,Male,40,9,629,0.0,1,1,0,106.67,0,34.3,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15625545,Hussey,Spain,Male,52,9,712,0.0,1,1,1,117977.45,1,34.29,Medium Risk,0,Needs-based product review and personalized loyalty offer
15678882,Hay,Germany,Male,37,3,540,129965.18,1,0,0,19374.08,0,34.26,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15594878,Thompson,Spain,Female,41,5,661,28082.95,1,1,0,69586.27,1,34.25,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15724466,Swearingen,Germany,Female,41,2,744,84113.41,1,1,0,197548.63,0,34.16,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15715003,Ko,Spain,Female,49,2,625,80816.45,1,1,1,20018.79,0,34.1,Medium Risk,0,Needs-based product review and personalized loyalty offer
15744691,Tsai,France,Female,29,3,755,0.0,3,1,0,4733.94,0,34.07,Medium Risk,0,"Review product suitability, fees, service quality, and product complexity"
15680278,Ts'ai,Spain,Female,42,9,661,75361.44,1,1,0,27608.12,1,34.06,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15598744,Ch'ang,Germany,Female,71,6,576,140273.47,1,1,1,193135.25,1,34.04,Medium Risk,0,Needs-based product review and personalized loyalty offer
15744942,Steele,Spain,Female,55,2,638,155828.22,1,0,1,108987.25,1,34.04,Medium Risk,0,Needs-based product review and personalized loyalty offer
15788480,Pagnotto,Germany,Female,33,0,786,122325.58,1,0,0,34712.34,1,34.03,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15789201,Thomson,Germany,Female,35,9,603,145623.36,1,1,0,163181.62,0,34.02,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15707007,Onio,France,Female,39,8,743,0.0,1,1,0,94263.44,0,34.01,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15608588,Mackinlay,Germany,Male,41,2,563,100520.92,1,1,1,19412.8,1,33.97,Medium Risk,0,Needs-based product review and personalized loyalty offer
15798256,Takasuka,France,Female,45,1,558,153697.53,2,0,0,89891.4,1,33.89,Medium Risk,0,Relationship-manager outreach and digital engagement support
15684908,Davidson,Germany,Male,64,1,540,91869.69,1,0,1,95421.0,0,33.85,Medium Risk,0,Needs-based product review and personalized loyalty offer
15744914,Moore,Germany,Male,42,1,539,177728.55,1,1,0,105013.63,0,33.84,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15750837,Landseer,Germany,Male,41,0,579,141749.68,1,0,1,9201.53,0,33.84,Medium Risk,0,Needs-based product review and personalized loyalty offer
15735080,Cummins,France,Female,64,2,508,0.0,1,1,1,6076.62,0,33.81,Medium Risk,0,Needs-based product review and personalized loyalty offer
15570601,Cheng,France,Female,47,9,785,122031.55,1,1,1,33823.5,1,33.81,Medium Risk,0,Needs-based product review and personalized loyalty offer
15682048,Pisano,France,Female,51,3,605,136188.78,1,1,1,67110.59,1,33.8,Medium Risk,0,Needs-based product review and personalized loyalty offer
15804797,Gilleland,France,Female,54,3,443,138547.97,1,1,1,70196.23,1,33.73,Medium Risk,0,Needs-based product review and personalized loyalty offer
15688071,Collins,Spain,Male,53,10,609,0.0,1,1,1,154642.91,0,33.69,Medium Risk,0,Needs-based product review and personalized loyalty offer
15704168,Ting,Germany,Male,38,8,535,127475.24,1,0,0,60775.76,1,33.66,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15813911,Hayes-Williams,France,Female,39,5,809,0.0,1,1,0,77705.75,0,33.65,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15650313,Okonkwo,Germany,Male,65,6,632,129472.33,1,1,1,85179.48,0,33.6,Medium Risk,0,Needs-based product review and personalized loyalty offer
15725818,Chibuzo,Germany,Male,40,4,583,107041.3,1,1,1,5635.63,0,33.59,Medium Risk,0,Needs-based product review and personalized loyalty offer
15750466,Rhodes,Germany,Male,42,1,790,85839.62,1,1,0,198182.73,0,33.58,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15589230,Wu,France,Female,63,2,612,126473.33,1,0,1,147545.65,0,33.56,Medium Risk,0,Needs-based product review and personalized loyalty offer
15691910,Lu,Spain,Male,30,4,663,0.0,3,1,0,101371.05,0,33.54,Medium Risk,0,"Review product suitability, fees, service quality, and product complexity"
15674433,Allan,Germany,Female,28,2,636,115265.14,1,0,0,191627.85,0,33.53,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15627840,Toscano,France,Female,42,0,682,0.0,1,0,1,91981.85,1,33.53,Medium Risk,0,Needs-based product review and personalized loyalty offer
15621075,Ogbonnaya,Germany,Female,45,1,778,162150.42,2,1,0,174531.27,0,33.53,Medium Risk,0,Relationship-manager outreach and digital engagement support
15766017,Brookman,Germany,Male,58,3,615,72309.3,1,1,1,85687.09,1,33.52,Medium Risk,0,Needs-based product review and personalized loyalty offer
15675854,Douglas,Spain,Male,50,0,573,159304.07,1,0,1,155915.24,1,33.49,Medium Risk,0,Needs-based product review and personalized loyalty offer
15684319,Baranova,Germany,Female,37,10,780,95196.26,1,1,0,126310.39,1,33.46,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15690182,Kapustin,Germany,Male,37,5,635,113488.68,1,1,0,95611.74,1,33.45,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15715117,Peel,France,Female,39,6,744,0.0,1,0,0,10662.58,0,33.44,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15634602,Hargrave,France,Female,42,2,619,0.0,1,1,1,101348.88,1,33.37,Medium Risk,0,Needs-based product review and personalized loyalty offer
15610355,Hunter,France,Male,44,1,713,63438.91,1,1,0,64375.4,0,33.37,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15606149,Wood,Germany,Female,66,9,571,111577.01,1,0,1,189271.9,0,33.35,Medium Risk,0,Needs-based product review and personalized loyalty offer
15685329,McKenzie,France,Female,63,1,531,114715.71,1,0,1,24506.95,1,33.33,Medium Risk,0,Needs-based product review and personalized loyalty offer
15630698,Hay,France,Female,55,9,745,110123.59,1,0,1,51548.14,1,33.33,Medium Risk,0,Needs-based product review and personalized loyalty offer
15775335,Ellis,Germany,Female,48,4,635,81556.89,2,1,0,191914.37,0,33.32,Medium Risk,0,Relationship-manager outreach and digital engagement support
15797381,DeRose,Germany,Female,48,3,593,133903.12,2,1,1,85902.39,1,33.28,Medium Risk,0,Personalized retention call and customer-service review
15741197,Calzada,Spain,Male,22,8,710,0.0,3,1,0,107292.91,0,33.25,Medium Risk,0,"Review product suitability, fees, service quality, and product complexity"
15649536,Wong,Germany,Male,38,4,741,128015.83,1,1,0,58440.43,0,33.22,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15709199,Burson,Spain,Female,40,1,511,0.0,1,1,1,184118.73,0,33.21,Medium Risk,0,Needs-based product review and personalized loyalty offer
15813974,Maruff,Germany,Male,37,3,731,116880.53,1,0,0,172718.35,1,33.21,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15771573,Okagbue,Germany,Female,39,9,637,137843.8,1,1,1,117622.8,1,33.2,Medium Risk,0,Needs-based product review and personalized loyalty offer
15579808,Kramer,Germany,Female,39,8,754,129401.87,1,1,1,87684.93,0,33.17,Medium Risk,0,Needs-based product review and personalized loyalty offer
15810485,Sun,Germany,Male,37,1,486,101438.0,1,0,0,51364.56,0,33.17,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15781534,Rapuluolisa,Germany,Female,35,4,536,121520.36,1,0,0,77178.42,0,33.15,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15646366,Trevisani,Germany,Male,41,8,521,120586.54,1,0,1,20491.15,0,33.14,Medium Risk,0,Needs-based product review and personalized loyalty offer
15672754,Burbidge,Germany,Male,42,3,498,152039.7,1,1,1,53445.17,1,33.06,Medium Risk,0,Needs-based product review and personalized loyalty offer
15689351,Johnson,Germany,Female,41,4,742,92805.72,1,0,1,73743.95,1,33.0,Medium Risk,0,Needs-based product review and personalized loyalty offer
15580579,Trevisani,France,Female,40,1,490,0.0,1,1,1,49594.19,1,32.95,Medium Risk,0,Needs-based product review and personalized loyalty offer
15701537,Ignatiev,France,Male,60,2,756,0.0,1,1,1,166513.49,1,32.92,Medium Risk,0,Needs-based product review and personalized loyalty offer
15763415,Gray,Germany,Male,41,0,567,134378.89,1,1,1,105746.94,0,32.92,Medium Risk,0,Needs-based product review and personalized loyalty offer
15795290,Nikitina,France,Female,42,2,767,133616.39,1,1,0,28615.8,0,32.92,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15808557,Mancini,France,Female,42,5,695,0.0,1,0,1,72172.13,1,32.91,Medium Risk,0,Needs-based product review and personalized loyalty offer
15726557,Lai,France,Female,42,7,638,165679.92,1,0,0,32916.29,0,32.9,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15614962,Pavlova,Spain,Female,50,2,623,87116.71,1,1,1,104382.11,0,32.89,Medium Risk,0,Needs-based product review and personalized loyalty offer
15630241,Tretyakova,France,Male,61,3,594,62391.22,1,1,1,192434.11,0,32.89,Medium Risk,0,Needs-based product review and personalized loyalty offer
15736078,Ting,Germany,Female,33,7,730,130367.87,1,1,0,15142.1,1,32.88,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15651983,Fang,France,Female,56,9,591,128882.49,1,1,1,196241.94,1,32.86,Medium Risk,0,Needs-based product review and personalized loyalty offer
15616451,Genovese,France,Female,47,6,697,128252.66,1,1,1,168053.4,0,32.85,Medium Risk,0,Needs-based product review and personalized loyalty offer
15811565,Cocci,Spain,Female,47,3,705,63488.7,1,0,1,28640.92,1,32.85,Medium Risk,0,Needs-based product review and personalized loyalty offer
15688409,Donaldson,France,Female,28,2,742,191864.51,1,1,0,108457.99,1,32.84,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15735636,Toscano,France,Female,53,2,604,121389.78,1,1,1,48201.64,1,32.81,Medium Risk,0,Needs-based product review and personalized loyalty offer
15788723,McIntyre,Germany,Female,49,10,599,143888.22,2,1,1,166236.38,1,32.76,Medium Risk,0,Personalized retention call and customer-service review
15584518,Arthur,Germany,Female,50,5,589,144895.05,2,1,1,34941.23,0,32.76,Medium Risk,0,Personalized retention call and customer-service review
15581197,Ricci,France,Female,51,3,762,99286.98,1,0,1,85578.63,0,32.69,Medium Risk,0,Needs-based product review and personalized loyalty offer
15809736,Steigrad,France,Male,46,2,664,0.0,1,1,1,177423.02,1,32.69,Medium Risk,0,Needs-based product review and personalized loyalty offer
15792388,Li,France,Female,48,7,645,90612.34,1,1,1,149139.13,0,32.68,Medium Risk,0,Needs-based product review and personalized loyalty offer
15795511,Vasiliev,Germany,Male,39,4,800,95252.72,1,1,0,13906.34,0,32.65,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15802625,Hardy,Germany,Male,48,7,733,85915.52,1,1,1,23860.5,0,32.65,Medium Risk,0,Needs-based product review and personalized loyalty offer
15603465,Dunn,Germany,Female,45,5,665,155447.65,2,1,0,51871.95,1,32.62,Medium Risk,0,Relationship-manager outreach and digital engagement support
15750407,Hunt,Germany,Female,43,2,768,129264.05,2,0,0,19150.14,0,32.57,Medium Risk,0,Relationship-manager outreach and digital engagement support
15702416,Cecil,France,Male,43,7,734,107805.67,1,0,0,182505.68,0,32.54,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15747358,Russell,Germany,Male,59,3,643,170331.37,1,1,1,32171.79,0,32.51,Medium Risk,0,Needs-based product review and personalized loyalty offer
15785385,Fiorentino,Spain,Male,51,5,550,0.0,2,1,0,153917.41,0,32.51,Medium Risk,0,Relationship-manager outreach and digital engagement support
15732020,Rutherford,Germany,Male,57,6,610,106938.11,2,0,1,186612.47,0,32.47,Medium Risk,0,Personalized retention call and customer-service review
15749300,Teng,France,Female,47,2,556,139914.27,1,1,1,50390.98,0,32.44,Medium Risk,0,Needs-based product review and personalized loyalty offer
15569098,Winifred,France,Male,44,6,627,153548.12,1,0,0,35300.08,1,32.41,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15784124,Emenike,Germany,Male,41,2,645,93925.3,1,1,0,123982.14,1,32.4,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15595883,Nkemdirim,Germany,Male,39,4,540,127278.31,1,1,1,16150.34,0,32.4,Medium Risk,0,Needs-based product review and personalized loyalty offer
15808760,Evseev,Spain,Female,42,6,603,0.0,1,1,1,90437.87,0,32.35,Medium Risk,0,Needs-based product review and personalized loyalty offer
15619953,Efremov,Spain,Female,42,6,662,105021.28,1,1,0,48242.38,0,32.31,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15810834,Gordon,Spain,Female,57,2,525,145965.33,1,1,1,64448.36,0,32.26,Medium Risk,0,Needs-based product review and personalized loyalty offer
15612931,Korovin,Spain,Female,50,4,722,132088.59,1,1,1,128262.14,0,32.25,Medium Risk,0,Needs-based product review and personalized loyalty offer
15740406,Padovesi,Germany,Male,38,10,628,113525.84,1,1,0,46044.48,1,32.22,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15595153,Tucker,Germany,Female,44,8,644,106022.73,2,0,0,148727.42,0,32.21,Medium Risk,0,Relationship-manager outreach and digital engagement support
15728669,Knowles,Germany,Female,30,8,584,112013.81,1,1,0,177772.03,1,32.17,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15571081,Hansen,France,Female,41,7,773,190238.93,1,1,1,57549.65,0,32.16,Medium Risk,0,Needs-based product review and personalized loyalty offer
15756560,Moran,Spain,Female,46,7,599,81742.84,2,1,0,83282.21,0,32.12,Medium Risk,0,Relationship-manager outreach and digital engagement support
15706647,Jordan,France,Male,31,7,761,0.0,3,1,1,166698.18,0,32.12,Medium Risk,0,"Review product suitability, fees, service quality, and product complexity"
15774738,Campa,France,Male,44,3,632,107764.75,1,1,0,185667.72,0,32.1,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15610271,Andreev,Spain,Female,42,3,684,103210.27,1,1,0,31002.03,0,32.08,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15576313,Wei,Germany,Female,40,9,486,71340.09,1,1,0,76192.21,0,32.06,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15605742,Tuan,France,Male,43,0,737,80090.93,1,1,0,39920.0,1,32.05,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15581440,Christie,Germany,Female,48,6,724,110463.25,2,1,1,80552.11,1,32.04,Medium Risk,0,Personalized retention call and customer-service review
15760446,Pagnotto,France,Female,64,9,598,0.0,1,0,1,13181.37,1,32.03,Medium Risk,0,Needs-based product review and personalized loyalty offer
15685279,Somadina,Spain,Female,57,8,511,122950.31,1,1,1,181258.76,0,32.02,Medium Risk,0,Needs-based product review and personalized loyalty offer
15574119,Okwuadigbo,Spain,Female,64,1,598,62979.93,1,1,1,152273.57,0,31.98,Medium Risk,0,Needs-based product review and personalized loyalty offer
15726466,Esposito,France,Male,43,1,751,114974.24,1,1,0,125920.54,0,31.97,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15622532,Izmailova,France,Female,47,0,708,126589.12,2,0,1,132730.07,1,31.97,Medium Risk,0,Personalized retention call and customer-service review
15651627,White,Germany,Male,39,1,628,115341.19,1,1,1,107674.3,1,31.96,Medium Risk,0,Needs-based product review and personalized loyalty offer
15776725,Kerr,Germany,Male,54,8,724,172192.49,1,1,1,136902.01,0,31.95,Medium Risk,0,Needs-based product review and personalized loyalty offer
15763029,Ch'iu,Germany,Male,46,9,612,161450.03,1,1,1,96961.0,1,31.89,Medium Risk,0,Needs-based product review and personalized loyalty offer
15681274,Marshall,Spain,Female,56,2,726,105473.74,1,1,1,46044.7,0,31.87,Medium Risk,0,Needs-based product review and personalized loyalty offer
15754796,Byrne,Germany,Female,46,4,487,135070.58,2,1,1,44244.49,1,31.85,Medium Risk,0,Personalized retention call and customer-service review
15775104,Gomes,France,Female,38,1,697,182065.85,1,1,0,49503.5,0,31.85,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15591985,Stewart,France,Female,51,8,708,70754.18,1,1,1,92920.04,1,31.85,Medium Risk,0,Needs-based product review and personalized loyalty offer
15632665,Yevseyev,France,Male,61,2,832,0.0,1,0,1,127804.66,1,31.83,Medium Risk,0,Needs-based product review and personalized loyalty offer
15679294,Brennan,France,Female,46,10,589,107238.85,2,1,0,37024.28,0,31.83,Medium Risk,0,Relationship-manager outreach and digital engagement support
15681924,Ekwueme,Germany,Male,38,2,747,129728.6,1,1,0,89289.54,0,31.81,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15747795,Pai,Germany,Female,38,4,593,129499.42,1,1,1,154071.27,0,31.79,Medium Risk,0,Needs-based product review and personalized loyalty offer
15586264,Murray,France,Male,43,2,572,140431.98,1,1,0,26450.57,1,31.79,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15796957,Iadanza,Spain,Male,35,9,597,0.0,3,0,1,73181.39,1,31.76,Medium Risk,0,"Review product suitability, fees, service quality, and product complexity"
15799924,Sanchez,Spain,Male,43,1,668,147167.25,1,0,0,141679.73,0,31.74,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15702442,Benson,Germany,Female,56,9,586,100781.75,2,1,1,54448.41,0,31.68,Medium Risk,0,Personalized retention call and customer-service review
15728167,Abramovich,France,Male,44,2,667,122806.95,1,0,0,15120.86,0,31.68,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15804771,Velazquez,France,Male,51,4,614,40685.92,1,1,1,46775.28,0,31.66,Medium Risk,0,Needs-based product review and personalized loyalty offer
15808228,Tuan,Spain,Female,44,6,768,60603.4,1,1,1,178045.97,0,31.66,Medium Risk,0,Needs-based product review and personalized loyalty offer
15669589,Page,Germany,Female,68,1,491,95039.12,1,0,1,116471.14,1,31.64,Medium Risk,0,Needs-based product review and personalized loyalty offer
15719302,Brennan,France,Female,50,9,765,126547.8,1,1,1,79579.94,1,31.63,Medium Risk,0,Needs-based product review and personalized loyalty offer
15597951,Muir,France,Female,58,4,471,114713.57,1,1,1,36315.03,0,31.61,Medium Risk,0,Needs-based product review and personalized loyalty offer
15638003,Komarova,Spain,Male,55,1,648,81370.07,1,0,1,181534.04,0,31.6,Medium Risk,0,Needs-based product review and personalized loyalty offer
15694129,Summers,Germany,Female,28,3,569,100032.52,1,1,0,5159.21,1,31.59,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15642870,Ross,France,Male,58,9,677,0.0,1,0,1,168650.4,0,31.57,Medium Risk,0,Needs-based product review and personalized loyalty offer
15623502,Morrison,Spain,Female,56,4,598,98365.33,1,1,1,44251.33,0,31.52,Medium Risk,0,Needs-based product review and personalized loyalty offer
15599452,Conti,Germany,Female,43,8,605,125338.8,2,1,0,23970.13,0,31.48,Medium Risk,0,Relationship-manager outreach and digital engagement support
15773221,Harris,Spain,Male,43,8,577,79757.21,1,1,0,135650.72,1,31.46,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15785559,De Luca,France,Male,43,1,678,133237.21,1,1,0,111032.79,1,31.45,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15814331,Lung,Germany,Female,43,7,597,119127.46,2,1,0,55809.92,0,31.41,Medium Risk,0,Relationship-manager outreach and digital engagement support
15746199,Eluemuno,France,Female,41,6,558,0.0,1,1,1,143585.29,1,31.41,Medium Risk,0,Needs-based product review and personalized loyalty offer
15693267,Dickson,Germany,Female,34,7,679,121063.85,1,1,0,56984.58,0,31.4,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15594685,Hall,France,Female,49,2,757,0.0,2,0,0,164482.92,0,31.37,Medium Risk,0,Relationship-manager outreach and digital engagement support
15702462,Fiorentini,Spain,Female,44,6,619,52831.13,1,1,1,112649.22,1,31.34,Medium Risk,0,Needs-based product review and personalized loyalty offer
15713596,Ugochukwu,France,Female,62,1,428,107735.93,1,0,1,58381.77,0,31.34,Medium Risk,0,Needs-based product review and personalized loyalty offer
15658258,Trejo,France,Male,43,6,693,128760.32,1,1,0,36342.79,0,31.33,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15696287,Converse,Germany,Female,38,1,682,116520.28,1,1,1,49833.5,1,31.3,Medium Risk,0,Needs-based product review and personalized loyalty offer
15679048,Koger,Germany,Male,41,2,558,124227.14,1,1,1,111184.67,0,31.29,Medium Risk,0,Needs-based product review and personalized loyalty offer
15692664,Diribe,France,Female,58,1,677,90022.85,1,0,1,2988.28,0,31.26,Medium Risk,0,Needs-based product review and personalized loyalty offer
15636407,Beatham,Germany,Female,34,5,793,127758.09,1,1,0,143357.03,0,31.24,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15621466,Waters,Germany,Male,38,3,606,99897.53,1,0,0,37054.65,0,31.22,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15633640,Loewenthal,France,Female,52,4,799,161209.66,1,1,1,89081.41,0,31.21,Medium Risk,0,Needs-based product review and personalized loyalty offer
15776229,MacPherson,France,Male,44,3,682,115282.3,1,0,0,23766.4,0,31.16,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15766378,Marsden,Germany,Female,45,9,714,106431.97,2,1,1,164117.69,0,31.16,Medium Risk,0,Personalized retention call and customer-service review
15600110,Endrizzi,Germany,Female,41,3,506,57745.76,1,1,0,4035.46,0,31.16,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15731790,Boyle,Germany,Female,38,6,697,132591.36,1,1,1,7387.8,1,31.13,Medium Risk,0,Needs-based product review and personalized loyalty offer
15618816,Yu,Germany,Female,40,2,670,147171.2,1,0,1,69850.04,0,31.12,Medium Risk,0,Needs-based product review and personalized loyalty offer
15612050,Castiglione,Spain,Female,48,8,556,168522.37,1,1,1,151310.16,0,31.11,Medium Risk,0,Needs-based product review and personalized loyalty offer
15661034,Ngozichukwuka,Germany,Female,29,5,813,106059.4,1,0,0,187976.88,1,31.1,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15623536,Madukwe,Germany,Male,39,0,646,154439.86,1,1,0,171519.06,0,31.1,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15722122,Findlay,France,Female,40,7,544,0.0,1,0,1,161076.92,0,31.09,Medium Risk,0,Needs-based product review and personalized loyalty offer
15690134,Hughes,Germany,Female,42,3,464,85679.25,1,1,1,164104.74,0,31.07,Medium Risk,0,Needs-based product review and personalized loyalty offer
15673908,Chinweike,Germany,Female,42,6,602,158414.85,1,1,1,131886.46,0,31.07,Medium Risk,0,Needs-based product review and personalized loyalty offer
15696355,Cleveland,Germany,Male,37,6,724,125489.4,1,1,0,118570.53,0,31.03,Medium Risk,0,Priority re-engagement contact and needs-based second-product review
15806913,Bishop,France,Female,54,2,670,95507.12,1,1,1,63213.31,0,30.99,Medium Risk,0,Needs-based product review and personalized loyalty offer
